Herbivore/Omnivore,Piscivore,Zoobenthivore,Zoobenthivore/Piscivore,Zooplanktivore/Zoobenthivore,HOOV_pre,ZPZB_pre,ZB_pre,ZBPV_pre,PV_pre,Kingdom,Phylum,Class,Order,Family,Genus,Species
2737a0d1b302730fcc6da6bfcc42f7bd,0,0,0.0005854895,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
62d940c9ffe1145fb2451567f7c6c870,0,0,0,2.64218e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,
747c91e167aa6f955a1659dc513f6e00,0,0.0001265765,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
1778e1a81bf6c1a5ac107accf8a43e73,0.000730423,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
fcdc917c681e80cc9167afe48ac46726,0,0.0001577366,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
0b9e57b328d22a126daca144cf1da488,0.0006515859,0.0004301908,0.000375872,0.0001592668,0.0012812231,0.0714285714285714,0.125,0.0540540540540541,0.0212765957446809,0.111111111111111,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
ebbba5727190954a976af8997d295cb7,0,0,3.822776e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
e6168ae95d91d1be3761b42986b8126a,0,8.603816e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
12c3737bb6aea521e8594d1d51189a3e,0,0,2.717277e-05,0,0.0007229232,0,0.125,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
b50f9fcff65f829948cbbd044d43aad6,0,0,0,0.0001005797,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
e48cf22466e4d9924687505861d34ec3,0,0,0,0.0001159654,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
c3ddff585e18f43e4c0310d18b3960d3,0,0,0,3.877284e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,multivorum
058ebd53e5aacd022cbf9108c0f069c3,0,0,2.558893e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
6986e9e407e0500388cba6e6e29c8264,0,0,0.000135889,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes
ac5a3f83d7236732eb0a1d00695ba095,0,0,0,4.488428e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
532120e855df5917e95d23c98ac0587d,3.688222e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
e42ec29f84c8419331051d7d755a0e7e,0,0,0,2.578535e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
f12195e7d92e7ca3192dd4e0bdd935e6,8.867183e-05,0,5.12091e-05,0,0,0.0714285714285714,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
5ec11c480b282fe0c13c70140be0a0cc,0,0,0.0001452078,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
d3fee1dc17997aa3c31e42aff9f20299,0.0001881784,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
f44a21eaf878f1ba018786369155ca5c,0,0,4.977353e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16,,
7c849422abaecfb8162454a4e0fd7edb,0,0,0,0,0.0002326081,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
8042a44933ea3bc4251e9efe3aab7801,0,0,0,2.316608e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
fc7f552553d4908e41d08343f2a32c1c,0,0,0,3.583338e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,
2f7ad9abe0685ff121aa57f78f575ad6,0,0.0031341685,0.0009646372,0.0010915759,0.0006580163,0,0.125,0.162162162162162,0.170212765957447,0.333333333333333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,johnsonii
4c7343bbb08da51dbdf86f9eaa4b554f,0,0,0,3.247752e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
5cf7fa0656b5f0b69c8322ff7f330c38,0,0,1.535336e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
9618f75847289562b2c5ed9b107e9c0a,0,0,4.914005e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
f8f3dcf7d185c9751bcc4027c75aa3ec,0,0.0001291572,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
6beb11cad570c1a52e0bf4be57f44414,0,0,3.323847e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,ntu14,,
4499a84336a056cafbb30e71b4d26d2d,0,0,3.068762e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia,
75ac56e5d3afee64365ddd92e80c5dd6,0,0,0,0.00185623,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
2c2728faa8a879c34ef3189447d1d51e,0,0.0002336945,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,
7599d7edbb67d2b3491bc5d8b00dbe99,0,0,0.0002160402,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
163b2b9ff1b2e3e19f56c7366f12a382,0,0,0,5.063074e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Spirochaetes,Spirochaetes,,,,
7446d4ae6a23ec21ac9cac370dfb09a1,0,1.150695e-05,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,johnsonii
345961872bb7a0c2a481ee0c4c80877e,0,0,0.0002160118,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
56e8787d4411be883273b81c9d402fd4,0,0,0,1.832179e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
536fb19e585c2394c216f1fc9a05b5dd,0,0,0,3.709445e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,
67e25fef27d70bc3c0c2eeded6f11caf,0,0,0,1.44788e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
091bcc51984b253074264acf0a2e50c0,0,0,0,0.0001236639,0,0,0,0,0.0212765957446809,0,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
7962369582fd9ba16bf608e5a3fd9570,0,0,0,1.483912e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
aba5f57b8d4abaa0919b6c690c4cf0a1,0,0.000997381,0.0001794306,0.0003655829,0,0,0,0.027027027027027,0.0425531914893617,0.111111111111111,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
7fa0d62ee3c335e51f7b675362829e22,0,0,0,0.0001007068,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,wb1_P06,,
198704c8edd755750ab73746258835c3,0,0,8.823489e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
8f84e9b7536b846f6ca074467907dc23,0,0,1.283578e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
5a1c1e16cfb734db4a3d931846cfee0b,0,0,0,0,0.0001363778,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
be147d662eb7d1e345235dc303b4f4d7,0,0,0.0001412016,0.0001510343,0,0,0,0.027027027027027,0.0425531914893617,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
78d4c486d0692e45088568ff042147b5,0,0,1.996314e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,,,,,,
30ee5419c8827e1e8645a57b5c6155e3,0,0.0001150695,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,,
01541bd06ec43165f7a18f76735f9191,0,0,1.838073e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
1606406f2f633d47c5800df93f44b382,0,0,0,1.882244e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
7907d1fa915aded977d9e99c8d3a023e,0,0,2.669216e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,TM7,TM7-3,,,,
97bf52bcad8761215a760f2f4474fe6f,0,0,0.0005528636,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
9656b7b3d465d010260bee021560614e,0,0,0.0002674207,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
eded5dbcc985947e1187a5243ae2efc8,0.0002326032,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
267050728a1a17e2d5a46781b8bf11b7,0.0002820001,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
55d8b6c07dda18747afa5489f588ccfe,0,0,1.600298e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2846d0a8cb5485e8125ff1b16a2b764f,0,0,0,9.120022e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,
c0cec735000c73baeac96305b94a3f3a,0,0,3.399297e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
c818b5835908c9af857362b46695abb7,0,0,0,0,5.38329e-05,0,0.125,0,0,0,Bacteria,OD1,,,,,
2596978784a88718a18c253561210f7a,0,0,0,5.842009e-06,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
c7099a06e50796bc431b94922bd2198d,0,0,0.0002219275,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
4a06ff3e2b35d999fda9bfd7c4323b67,0,0.0002531529,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
04b0a867cd6c02f39ea8042c781b3a1e,9.896581e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Actinobacteria,OPB41,,,,
090e2d213341ed7ed8be762fdc4c3ceb,0,0,0,2.265396e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
7ce057a64ef096a158b4734539fb391b,0,0,0,3.77723e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
c7d72fc69e43c2f01fc86c1558575153,9.726316e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,KSB3,,,,,
a716d5968913ea150f6439d9f23e13a1,0,0,4.842859e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
0ce3e7fb21297beccf63327b42c3fc00,0,0,0,3.852552e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
ea3ed2df99372fdd079215d30b0a9231,0,0,0,4.227488e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,
10d304dad0b0bfe5a182ae5c4f49f52b,0.0004990531,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
29104f7d45218638c5264f837617d0d5,0,0.000186416,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Gemmatimonadetes,Gemm-2,,,,
499079592f25b2a1672bef39d231b3a5,0,0,2.310441e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,
3736d8970ffb87d7eb270f6e8b52fd2e,0,0,6.798594e-05,3.664358e-05,0,0,0,0.027027027027027,0.0212765957446809,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,
5c1128b1e5c22852ff7c6b445442e7a5,0,0,5.360572e-05,9.638322e-05,0,0,0,0.027027027027027,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
8689ec4e77fc73718e8e88a7f06326e1,0,0,1.000186e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,
477c5bab1dad6960dc8056b2b1021fdc,0,0.0001291572,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
198c103a053b4a372d9615e21d148d4f,0,0.0001699596,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,
d56c98cc5da856cf5fd8a2689b0bf73d,0,0,0.0001382962,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
cef8ece2e4e8bf13e240281ba0401981,0,0,0,3.2814e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],GOUTA19,
42768d039d78989518949e83743787e9,0,0,0,0,0.0001432665,0,0.125,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
d32002e422e00e5d7e4764fe54d354d6,0,0,5.360572e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,
e9ffaf336d3accb285dc6dd5a022b7c0,0,0,1.558053e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,,,,,,
40d2631e1e84d6bd75cb6e0bf02f39ad,0,0,0,2.498426e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,
e35c412dc799f2fade3ff8623c329d9c,0.0001089454,0,0,3.318977e-05,0,0.0714285714285714,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,JTB38,,
7e0b172c3147a5340bdb66d25a80e778,0,0,0,3.2182e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
994eec3c9c431b115d591a942b3bb9e6,0,0,0,1.165932e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
81a9efd2e5a6f2542ce340e3c070b9d3,0,0,0,7.000319e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,
bc240049c65babbf97c94769b2261d4c,0,0,0.000179578,5.75677e-05,0,0,0,0.0540540540540541,0.0212765957446809,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,adriatica
e112b616e4e807046c99713b462f382d,0.0001197085,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,KSB3,,,,,
8a4f28707099e46b4babadf00ced6896,0,0,0,3.411419e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
825e0def23ab2756ab7251f26da30a3d,0,0,5.904461e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
885a375dff2806455c6e0a8aa8e3fa97,0,0,9.775872e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],,,
0b98b17ebc43ce95da58f76ca7a23aff,0,0,5.360572e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
40009a9f1545595ac105d985b3f583bf,0,0.0003880481,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,
2b5cf6769cb510ccbed0adfc4f8333bc,0,0,0,0.0001403791,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,
395f316cc10c6277c589a440695bd059,0,0,4.545503e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
01602c9d361b3825ff8e1aaa4c4669cc,0,0,0,8.581868e-06,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
71fa6f9c8ca23514a3f0c401b3b20f61,0,0,0,3.339601e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
27fb4c2c660d7eac1e698ee13b66d8dc,0,0,0,0,0.0002166667,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
991aad21bd1018c5b395acd49809d957,0.0003196459,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
9493ed7747402b63a9ee43db08c4eaf3,0,0,8.14656e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,somerae
57a572c66b9658cbde2cb27d117cba18,0,0,0,0,0.00015,0,0.125,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
9ae15203baa9b1c7189fb8e5f0b73345,0,0,2.241047e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,OP11,WCHB1-64,,,,
3d3652a0160232f903b11b445cf70853,0,0,0,2.360014e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
5ebffcd9018c81daeec026fd9dc75ac4,0,0,0,0,0.001199326,0,0.125,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
efb2e7ce5380e96cc3c5a8b812b771b0,0,0,0,0,0.0002655153,0,0.125,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
51a2c093f407a007384e13a2c06bd3ce,0,0,0,3.170616e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,
3dd9c2704cc3225b22f026a70c71c3a0,0,0,0,4.586636e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Chloroflexi,Ellin6529,,,,
51faef20dde95ec6829702e37657b8c6,0.0004189926,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3,
a95e22ac5ef83d8075cd0d8a50449620,0,0,4.164749e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
34d3ba053918ab05b85609cc7dc3b0c7,0.0001407246,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,,
f2810113e4ad1b5b2da75e0a0b567c6a,0,0,2.30344e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,
bec5ae6fdbaffb239a014f00af8adf64,0,0,4.508551e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,cryoconitis
af4a0f46180ef89416242d0780fbf3d3,0.001470782,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
90216c7644677b645670b0691595be94,0,0,0.0001019789,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,
26e2e34bdaae566a0f2c18a63de2fb77,0,0,0.0004645768,4.304252e-05,0,0,0,0.0540540540540541,0.0212765957446809,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,
ef1c80113dbc15a41561e8f1a9a1e80b,0,0,3.910349e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Betaproteobacteria,,,,
7fc849773100294e7814b6d04aacf0a5,0,0,0,7.437839e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,rhizovicinus
8138acf1bd511f523699db6ba29cc816,0,0,0,5.842009e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,
a19d5b942192c0157e6a2890a3a61540,5.156832e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Odoribacter,
7baeb89bc2b58eb4bb0b07eeb2abd0af,0.0001259934,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,,,,,,
69a43dbbb69dadf0aaa811cf2d49ea63,0,0,1.540294e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
cc9683839a4b08045f73e22aa1bc0313,0,0,5.067568e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
00ae1b51d3b0afa4fc460f66ffa2dccf,0,0,0.0004300464,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,
d88109cb8b79e9aeb4faab88039e475c,0,0,0,0,7.393533e-05,0,0.125,0,0,0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,,
0560a183f757e68874068c1f7a227baa,0,0,4.603143e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
32b39ac22f105e529c9d75e7448725df,0,0.0001290572,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
bc214dc469b245cb3a77b7e757ce15df,0,0,0.0001145213,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,
f10dfd39a9f64e4bf95d805ddd622c53,6.878052e-05,0,0,0,0,0.0714285714285714,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ec4ef5ca76686dfef6b83d9bc59a0279,0,0,2.183904e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
a7f5b177bb5382a06eaa4954371385ec,0,0,0,1.735448e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
e4093a4cb32c64faff99ec4e1fe4c0d0,0,0,7.060079e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
970294bf8500111c570a9b7ccd5ee9ec,0,0.0002583979,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
80be6c420cbdd1737a67d2730841a094,0,0,0,1.28728e-05,0.0001125665,0,0.125,0,0.0212765957446809,0,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
943d6bc58c1aaa4669893bb6368ee9af,0,0,0,1.832179e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
b0ac72871d210ab5856bd96f0afc47a2,0,0,0,1.332494e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,IndB3-24,,,
87cba64a424c07b01da5e6e193a471d4,0,0,0,6.428499e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
eccf3b363fe9b5d6710f00eb3418e5bd,0,0,0,5.493097e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Proteobacteria,Deltaproteobacteria,GW-28,,,
398e4ef1429d4fa42007e27122a82254,0,0.0002079255,0,0,0,0,0,0,0,0.111111111111111,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
62b2d70d76acef3d52dc697d760a29a4,0,0,4.07238e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Rubritalea,
d37fa1c1bd8734dfcd560458d96e86c5,0,0,0,2.612495e-05,0,0,0,0,0.0212765957446809,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,
647a52387a83ed86c509e4ef429b5a5a,0,0,2.000372e-05,0,0,0,0,0.027027027027027,0,0,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
